43	very nice! everything is working fine. just have to 100% learn the commands	1
44	I love it	1
45	His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  	1
46	Brilliance indeed.  	1
47	I can think of no other film where something vitally important occurs every other minute.  	1
48	lightweight and works well.	1
49	This is the 3rd unit I purchased all the way from gen 1 to the plus. The only reason I purchased this is because it works so well and I wanted it in other rooms as well. All my switches work great and I have had not issues. I the past, I did have some ghost commands when Alexa would answer a question when no one asked her to but I think some recent ipdates May have resolved this. It just keeps improving over time, not with call capabilities. I work with adapting smart homes and this is by far the cheapest, best way so far. Can’t wait to see what they come up with next.	1
50	This PDA rocks.	1
51	Smaller than I thought it would be. Happy I got a stand so it sits up higher on the bedside table.	1
52	I bought it for my sister and she hasn't had any complaints yet so I think it's great!	1
53	Unfortunately, it only set us up for disapppointment with our entrees.	0
54	I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.	1
55	Easy to use!	1
56	Very satisifed with that.	1
57	Very excited to see what it can do	1
58	I used to use my laptop for anything show watching, including Netflix, but I am glad I bought this. This is super easy to set up and has everything you need with quick and easy access. Definitely worth the buy.	1
59	Love my echo. Love playing music in my room	1
60	This is actually a very smart movie.  	1
61	I live alone, this is the best companion!	1
62	Great easy to set up.A little difficult to navigate and the instructions are non existent	1
63	I had an Alexia built into my thermostat that just didn't work very well. I had to be standing right next to it for it to hear me and music played very choppy on it. I decided to try the Echo Dot since it was on Prime Day. I have not been disappointed! It hears me just fine and music plays with out any problem. I really like that I can Bluetooth connect to my Bose Speaker for quality sound.	1
64	I would not recommend this place.	0
65	As always the evening was wonderful and the food delicious!	1
66	This thing is way cool!  You should get one.  If you want to be cool, that is.	1
67	It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  	0
68	I love it! Learning knew things with it eveyday! Still figuring out how everything works but so far it's been easy to use and understand. She does make me laugh at times	1
69	Not substitute for the original.  The echo dot performs well but sound quality is poor.  To listen it has to be at the highest level 10.	1
70	There was so much hype over this phone that I assumed it was the best, my mistake.	0
71	Great for iPODs too.	1
72	Fantastic product, absolutely love it!	1
73	This is a good battery, and it got here really fast.	1
74	Being able to use it with my Alexa Echo was great!	1
75	We talk to her all the time for songs and just because we can . There aren’t dislikes about this device.	1
76	Needs to be smarter	1
77	The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  	1
78	Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.	0
79	I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.	0
80	Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.	1
81	My three year old loves it.  Good for doing basic household tasks.  We're going to add a few smart outlets and bulbs.	1
82	This product is ideal for people like me whose ears are very sensitive.	1
83	Extremely Tasty!	1
84	Sound is terrible. Cannot pair with echo to play simultaneously.  Must upgrade to amazon music if you want to play more than one device at a time.	0
85	clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.	1
86	Best price we could find and it is so useful to have her around to answer questions. It is so handy to not have to find your phone. I also now have an intercom system.	1
87	it's annoying that everything they show Alexa as being able to do has to be downloaded. You spend so  much time trying to figure out how to phrase it for the machine that you may as well just look it up yourself	1
88	Good product.	1
89	The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.	0
90	When I saw it in the theater I thought I was going to be sick.  	0
91	"""The descriptions said """"yum yum sauce"""" and another said """"eel sauce"""", yet another said """"spicy mayo""""...well NONE of the rolls had sauces on them."""	0
92	Great product!	1
93	Garbage...Even trying to watch Amazon Prime Video this piece of garbage looses internet connection half way thru a show. The cheapest Roku works 100 time better. DO not waste your time or money on this piece of garbage.	0
94	Great ! It was the best decision ! Especially if you have Amazon Prime.	1
95	this is so fun! I really enjoy using it. I have it hooked up to one of my lights so I just tell Alexa when I want that on and off. also, it connects to my Spotify so I just have Alexa resume my playlist and we pick off right where we ended. I feel like there's even more I can do with this, so I'm excited to use it more!	1
96	very slow at seating even with reservation.	0
97	What a blast!  We love Echo...  Just learning all the tricks but lots of fun and helpful too!	1
98	As I said above....PRETTY USELESS!	0
99	The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  	1
100	"""I loved how easy this was to install sry up, and use! Simply amazing.  So amazing we bought two!This allowed us to officially """"CUT THE CABLE CORD"""".Love it!"""	1
101	more compact and a bit better than the original	1
102	I don't think we'll be going back anytime soon.	0
103	https://www.amazon.com/dp/B073SQYXTW/ref=cm_cr_ryp_prd_ttl_sol_18	1
104	Very easy to install.  Very intuitive to use.  Very happy with the purchase.	1
105	We love it! Bought the light bulbs as well and we use it daily!	1
106	About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  	0
107	The story itself is just predictable and lazy.  	0
108	I love that I can shut the microphone off at night so my children can’t talk to it at bed time and she has an automatic sleep timer for their lullaby music. Not sure how I survived with out this for so long.	1
109	Would not reccommend.	0
110	fast service.	1
111	These were so good we ordered them twice.	1
112	I had a seriously solid breakfast here.	1
113	(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  	1
114	This is my second Echo and I love how it helps me in the kitchen. I can set timers, listen to the news, prepare grocery lists, and get great music.	1
115	Schrader has made a resume full of lousy, amateurish films.  	0
116	Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.	1
117	Absolutely love it..  only thing that would make it better is if was rechargeable.  When playing  music with  Bluetooth speaker outside I have to go inside to change songs.	1
118	I am a fan of his ... This movie sucked really bad.  	0
119	This hole in the wall has great Mexican street tacos, and friendly staff.	1
120	The cashew cream sauce was bland and the vegetables were undercooked.	0
121	Protects the phone on all sides.	1
122	I bought this for my mother and she is in love with it.She loves the guard dog feature.She says that it gives her a sense of security at night and when she leaves the house	1
123	The Jabra EarGels fit my ears very well.	1
124	It offers hours of entertainment and it was very easy to install and activate 👍	1
125	I enjoy this thing. Its learning	1
126	Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  	1
127	I would love this remote if i wasnt spending so much money replacing the batteries. Its upsetting that i spent money on such a great device all for the batteries not to last.	0
128	Good Value	1
129	If you like a loud buzzing to override all your conversations, then this phone is for you!	0
130	The reception is excellent!	1
131	Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.	1
132	It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.	1
133	I love it now able to talk to my grandson with ease and the picture quality is great	1
134	I’m really hoping for skills that take advantage of the shows touch screen. There’s an incredible amount of untapped potential locked behind the restrictions. Make use of the best part of having the show and enable skills to navigate by touch please!	1
135	This is some seriously good pizza and I'm an expert/connisseur on the topic.	1
136	We are sending it back.	0
137	Love it.	1
138	Like it to do more	1
139	We waited for forty five minutes in vain.	0
140	Easy to setup.  Sometimes Alexis does not work the greatest. The connection fire stick and WiFi is way bettter than Netflix .	1
141	The sound is wonderful and it just plain works. I wish it cost less, but it is worth the cost. (especially on Prime Day)	1
142	The thing I like most about my Echo Spot is the voice command feature.  You can ask anything and get an answer or play any music without getting up to adjust the Echo. Easy to use	1
143	Love it! Easy setup and I can ‘Drop in’ on my daughter and son-in-law who live in St. Louis anytime. Everyone loves to have their mother drop in, right 😎	1
144	I bought this to compare the speaker quality to our first generation speaker and i like the sound better.  I will ship this to my daughter though because I like the fact that my first generation has a chargeable base that we bought which keeps it more mobile and she needs a better sound than what she has now.	1
145	Saw the movie today and thought it was a good effort, good messages for kids.  	1
146	I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.	1
147	I had to go to a store and bought a new NOKIA phone which is working great.	1
148	That's right....the red velvet cake.....ohhh this stuff is so good.	1
149	Works great, upgraded from echo dot to full size echo, couldn’t be happier!	1
150	bought two of these. One for my kitchen and the other for my sewing room. Its great if I need a recipe or need to know how to do something.  I am still learning everything it can do.	1
151	The service was poor and thats being nice.	0
152	This if the first movie I've given a 10 to in years.  	1
153	Whats not to like about this speaker.  Just ask Alexa	1
154	definitely will come back here again.	1
155	Absolutely great.	1
156	What we liked most was actually seeing the words to song. Least would be I guess I expected a little more from her than is currently available.	1
157	It works great. Better than the previous fire stick!	1
158	I purchased this on prime day mostly as a present for myself because I found having the echo plus on my kitchen counter to be overwhelming when cooking, cutting, cleaning, etc. especially when our counters aren’t very wide to begin with. After going back and forth between this and the show I decided on this because I felt it had all the same features but is more compact. I can honestly say I have no regrets. While I probably wouldn’t watch a movie I’d been dying to see on this, it’s a great way to listen to music, watch a quick YouTube video, etc. I even attempted watching “Jaws” on this and while it wasn’t the most comfortable thing for my eyes to do, it wasn’t as bad as one would think. I would definitely recommend!	1
159	Love it.. Great armband.	1
160	The warmth it generates is in contrast to its austere backdrop.  	1
161	"""I purchased the """"Show """" to keep in touch with my daughter and her family after their recent move half way across the country.  It is wonderful seeing their faces during our conversations."""	1
162	Sounds great!! Love them!	1
163	I love it	1
164	Good sound! The capacity of join different apps to make work your smart home	1
165	Listening to music, searching locations, checking time, looking up weather. There are many more task to learn. It was simple to set up.	1
166	I’m still learning how to use the Echo, but so far I love it!	1
167	I love it!!!!!!	1
168	neat tool we enjoy it with the family	1
169	I don't think I'll be running back to Carly's anytime soon for food.	0
170	A week later after I activated it, it suddenly died.	0
171	Eh. It’s works on and off. Half the time it does not respond when you say wake up name. Other then that works fine	0
172	The only draw back is it stops every once in awhile in the middle of a song .	1
173	"""The """"1.2"""" mega pixel camera, being a part of a phone, is reasonably good7."""	1
174	Can’t change voice of Echo	1
175	Amazing product. Still learnimg all the things it can do	1
176	This was given to my 7 year at the time as a birthday gift from his dad. He loves it, ask Alexa anything she has the answer, plus it’s good for homework. So I purchased one on prime day for my bathroom for when I’m getting ready for work. I listen to music at 4am and the base it’s metro booming.. Replacement for my clock radio, plus I have the echo dot on my night stand as my alarm clock..	1
177	Barry	1
178	I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.	0
179	Great sound quality, works well with smart home devices	1
180	It is PERFECT for a sit-down family meal or get together with a few friends.	1
181	I was able to use this in another room and add Alexa in that room.	1
182	Nice, spicy and tender.	1
183	Totally believable.  	1
184	This is essentially a communications tool that does not communicate.	0
185	Everything about this product is wrong.First	0
186	This was purchased for our toy hauler, but it came the day before we left for a trip by plane.  It was wonderful to plug into our hotel TV and watch our normal tv shows rather than whatever was showing at the time and sit through commercials.	1
187	I love this device. I upgraded from the Echo Spot. I just wish I could customize the clock on my screen to analog, to mimic what I was used to in the echo spot. Also, there is better sound quality on this device.	1
188	Love the echo dot	1
189	Love to have meditation music, I use it as a morning alarm, just to mention few in general I love it	1
190	Good as new! Perfectly packaged and I have had zero issues with the dot.	1
191	Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  	0
192	I love my Echo Dot!  The price I paid during Prime Day was comparable to buying a new digital clock with the bells and whistles, but this does so much more.  I can play music, set alarms, call friends, play games, set timers...the list goes on and on.  Definitely worth the money.	1
193	I agree with Jessica, this movie is pretty bad.  	0
194	We like that we are able to get weather and other information quickly.  You can even hear music played. The speaker is clear.  We are enjoying it.  What we did not like because it was creepy was that the day before my husband played a particular song on our stereo for me.  The next day, I asked the Echo to play music from the same artist not specifying any particular song.  The Echo played the exact song by that same artist that my husband played on our stereo the day before.  It was a little disconcerting.	1
195	It was an inexpensive piece, but I would still have expected better quality.	0
196	I bought this after visiting a friend who had one and it is great.  I understand the frustration of not having YouTube though.  Still good to have-love seeing the words to songs and if you have the Ring doorbell-you never have to get up from your chair...laziness at it's best!  LOL  All in all- a great product with good speakers.	1
197	I have had all good experience, so far with the second generation Echo. There are so many more things to learn, but I have not had the time yet. Right now, I am mostly enjoying the music, weather updates, using the alarm feature, and her personality. I have also purchased some mini smart socket yes. I am very excited to begin using them	1
198	Works great and it's so easy to use that my 4 year old can navigate it.	1
199	It took over 30 min to get their milkshake, which was nothing more than chocolate milk.	0
200	All in all, a great disappointment.  	0
201	My mom bought a few Echo Dots and repeated ask me to take one of hers because it was so great. I told her “no” for two days. When she made me take it, 6 hours later I could not live my life without it!  It’s that amazing, so now we have four large speakers and only the small Echo Dot, that I will be returning to her. I say if you’re going to order an Alexa speaker, go big and get the Echo, otherwise tou’ll Be returning the two Echo Dots you couldn’t live without.	1
202	Works fine, I just realize I don’t need this because I don’t use it.	0
203	Works great with my existing smart home setup.	1
204	:-)Oh, the charger seems to work fine.	1
205	Not a pleasant voyage of self-discovery.  	0
206	All things considered, a job very well done.  	1
207	I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.	0
208	Love this!	1
209	So far it seems to be a very nice item. It picks up on my voice and understands me without any problems. The other day I asked it to turn down the music from the next room and it heard me just fine. I've only used it to listen to music and check the weather, but it has done both of those things very well.	1
210	I already have an Alexa and with Amazon find today I could not resist getting an echo also. It is the best thing I ever did, I use them on each side of the house! And couldn't be happier!	1
211	Works great!	1
212	It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  	1
213	The echo doesn’t come with a built in battery so it has to be plugged in at all times to use it, makes it quite inconvenient.	1
214	I like the Echo, but not sure about the Dot.  I use it a lot for music and Audio books.The sound quality of this smaller Echo is nowhere near the quality of the full sized model.  I haven't decided if I'll keep it or not!	1
215	Yes it's shiny on front side - and I love it!	1
216	I am glad I purchased it.	1
217	I enjoy it. Still discovering new uses.	1
218	Exceeded my expectations	1
219	Device is touted as able to link to calendar on my Samsung phone through google, can't get it to work	1
220	Great sound quality, great features, great product. Multi room music is very cool.	1
221	We are using the internet for our home and loving them	1
222	I like the built in hub. Plus the unit sounds great, just wish it had a volume control on it.	1
223	I wouldn't recommend buying this product.	0
224	AMAZING. It has helped me become better organized, gives me traffic updates, weather updates, and helps me maintain a good, fast morning routine.	1
225	I use the echo dot several different ways in my home. I use it downstairs to control lighting. I also take it out on my deck to stream music to a Bluetooth speaker. It works great for what I need.	1
226	The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).	0
227	Easy to set up, can control Kasa smart plugs no problem.  Even the kids have figured stuff out that I would not have asked Alexa, like telling jokes and singing. The Alexa app controls my custom spark plug and my cloud cam.	1
228	Love the product. Nice to have easy access to so much info!!!	1
229	It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  	1
230	Very easy to use.	1
231	Sound quality is less than a dot, microphones don't pick me up as well as the other models (i have Echo and Dots).  Picture quality is good	1
232	I promise they won't disappoint.	1
233	We are very pleased with this item. The display is clean and crisp and easy to read. We enjoy trying the suggested things to try asking Alexa. We use the timer feature quite a bit and have added our calendars and contacts. We are still exploring the many skills available.	1
234	every thing on phone work perfectly, she like it.	1
235	I having it in my living room. Music sounds really good in my living room . I can hear it upstairs.	1
236	The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.	1
237	Im in AZ all the time and now have my new spot.	1
238	I only purchase the echo plus because it has a built in hub and came with the free philips hue bulb.  When I got everything set up, I realized the echo plus hub won’t allow full functionality of the bulb.  All it does is turn the light on/off and dim.  It will not change colors.  You still have to have a Hue Bridge to have full function of all the features of the bulb.  I wish I’d bought the bulb and bridge separately to use with the echo I already had since the built in hub on this echo will essentially be useless and I’ll have to buy the hue bridge to get the full benefit of the lights.	0
239	Point your finger at any item on the menu, order it and you won't be disappointed.	1
240	Love it!	1
241	It won’t work as a blue tooth speaker with my tv,it connects but won’t work	1
242	Works wonderfully.	1
243	I was very impressed with the price of the cases.	1
244	I purchased this for my daughter and we all love this!!!! its amazing!! we love the games!	1
245	There's barely a boring moment in the film and there are plenty of humorous parts.  	1
246	Used to have fun with. Great to play music, turn on lights and who know what else.	1
247	Items stated as included from the description ARE NOT INCLUDED.	0
248	The Firestick we were sent doesn’t work. At all.  Voice remote won’t even turn on. We did all the troubleshooting steps. Didn’t work. Contacted Amazon. They sent us a new one - with no remote/no way to control it! We gave up and got a Roku (which works great!)	0
249	Cool	1
250	Works great. Easy set up.	1
251	Nice case, feels good in your hands.	1
252	I live this item.  I bought several for each room in the house and as a gift for my Mom.  I also use mine to travel with.	1
253	Being able to tell it what to go to	1
254	Lousy product.	0
255	We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.	0
256	This is our third echo. Worth every penny. It's like having 3 household employees for a small flat rate. We keep them in the bedrooms and the living room. We can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc.	1
257	The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  	0
258	I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.	0
259	IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  	0
260	Excellent quality, very good sound, great deal on Prime Day.	1
261	I have an echo but wanted a dot for my bedroom. It was even easier to set up than my original echo.	1
262	Love it!!! Convenient. Responsive. Learns voices within the household. Best assistant so far!	1
263	You can't access YouTube! Why do consumer's have to pay for this argument! Why can't we just have a good product that offers what we need?	1
264	If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.	1
265	Great phone!.	1
266	Works great, but I don't think Amazon should charge another cent for unlimited music when you 1) Have Prime AND 2) Buy an Echo.	1
267	Never could get it to work. A techie friend looked at it for me and said the adapter wasn't strong enough to power it and that it looked like it had been bought at a dollar store. So, I am going to replace the adapter and hope it works then.	0
268	This place is not quality sushi, it is not a quality restaurant.	0
269	It has great sound and very responsive to commands!	1
270	Very.god	1
271	Just don't know why they were so slow.	0
272	It does everything  the big guy does	1
273	The echo dot disconnects from the speaker about 12-20 times a day. Do not buy the refurbished product.  2 stars for effort.	0
274	I did not expect this to be so good!	1
275	* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
276	This device does not interact with my home filled with Apple devices.  How disappointing!	0
277	very disappointed.	0
278	WORKS GREAT	1
279	The phone gets EXTREMELY HOT!	0
280	An excellent performance from Ms.  	1
281	I love this item and being able to hear any kind of music.  I enjoyed it so much that I ordered another.	1
282	This is my second Echo and I love how it helps me in the kitchen. I can set timers, listen to the news, prepare grocery lists, and get great music.	1
283	Works great... bought it for my shop so that it is like an intercom to the house.	1
284	The food came out at a good pace.	1
285	Having so much fun with Alexa. Love being able to listen to music when I’m across the room or busy doing something else.	1
286	I love it the coolest thing since sliced bread	1
287	I had ordered a motorola data cable, got a very well finished and working product.	1
288	The first one quit working shortly after I got it. The next one becomes unresponsive to my voice at times and the only way to get it to work is through the app. I am not sure if it just this Dot or they are all this way.	0
289	The speaker is of surprising quality. Happy with the purchase.	1
290	The Echo Show is ok, however the constant suggestions about what to ask Alexa are sooooo annoying and there is no way to eliminate it. Also, I thought I could have the weather for an area displayed continuously,  but I have to talk to Alexa, which I don't want to do in the middle of the night. Had I payed full price it would have been returned. There are other features that are nice, but I may never use them.	1
291	It f****** sucks	0
292	Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?	0
293	I'm amazed with the alarm. I tell Alexa to wake me up to a particular song and it does.  I love the play list if music. Not sure if i don't keep prime if music will still be available. However i did love the fact Amazon gave me music free for 3 months...they should have given prime free for 3 months as well.	1
294	Is it possible for a movie to get any worse than this?  	0
295	Granddaughter loves it	1
296	I am not impressed with this and i would not recommend this item to anyone.	0
297	I love all of the things that it can do. I can play with it and learn from it.	1
298	I sent it to my 85 year old Dad, and he talks to it constantly.	1
299	Conclusion - I loved it.  	1
300	Un excelente equipo inteligente al estar conectado al internet nos provee de múltiples funciones tales como, el tiempo,hora,información de cualquier estudio que estés realizando atrás vez del internet.	1
301	much better than the hard plastic cases.	1
302	Great food and awesome service!	1
303	CAN WATCH AMAZON PRIME SHOWS AND TALK TO ALEXUS	1
304	This is the place where I first had pho and it was amazing!!	1
305	Very responsive. Great sound quality for its size.	1
306	Love all of it!!!	1
307	wont work right or atleast for me.	0
308	The croutons also taste homemade which is an extra plus.	1
309	Linked to my phone without effort.	1
310	The volume is very low	0
311	Love my Amazon products	1
312	The Ngage is still lacking in earbuds.	0
313	The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  	0
314	As for the service, I thought it was good.	1
315	I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.	0
316	An absolute must visit!	1
317	Phone falls out easily.	0
318	Still learning to use these things.  They sure are smart!  haha  She started reading a book to me yesterday.  Get one.  I like the way it controls the brightness all by itself when lights are turned off at night.	1
319	very easy to set up and very easy to use	1
320	"""Some applause should be given to the """"prelude"""" however.  """	1
321	Great Earpiece.	1
322	Purchased as a gift,	1
323	this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.	1
324	Absolutel junk.	0
325	Both films are terrible, but to the credit of the 1986 version, it was watchable.  	0
326	Great product. Sometimes Alexa does not understand some commands for my Fire TV. All in all, this is a fabulous speaker.	1
327	Love it getting use to it and Alexa is getting use to my voice . Sometimes she doesn't answer but I think it has to do when internet is low or is updating or my voice isn't strong. Over all I haven't had any of the annoying stuff that everyone is complaining about. Thank goodness I didn't listen to those reviews.  And paid attention to the Apple guy .	1
328	Great atmosphere, friendly and fast service.	1
329	Very good quality and you don’t have to yell or be close for it to work and understand you properly	1
330	Excellent product for the price.	1
331	I think I now have 5 of these throughout the house. So convenient to set a timer or check the weather or whatever, wherever.	1
332	I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.	0
333	I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.	1
334	awesome product! I am in the process of having every room in my house set up with automation and The Show is now my favorite device!	1
335	Easy to use. Great for recipes, listen to music, see movies, movie trailers, so much to do....	1
336	I would not recommend this item to anyone.	0
337	WooHoo! $20 on Prime Day; done!	1
338	The cast is good.  	1
339	its okay but keeps dropping wifi!	1
340	It was easy to use for our bedroom TV.	1
341	Great	1
342	Not nearly as good looking as the AMAZON picture makes it look.	0
343	Great product	1
344	This is an excellent film.  	1
345	Good price. Prompt shipping. Has been working flawlessly.	1
346	You could drive a semi truck into these holes!  	0
347	The speakers arent too loud.. alexa is great though. Besides that naw	1
348	God, and I can never get that 90 minutes back!  	0
349	New to Alexa. Like this spot a lot.	1
350	I like it because you could ask it different questions and it does different things it works intermittently with my smart TV if I ask you to change the volume it does or does it sometimes if I ask you to change the channel it does or doesn't sometimes I have to reset it I don't know if it's because it's refurbished but it's okay it's just not what I expected	1
351	Anyway, I do not think i will go back there.	0
352	At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  	0
353	Good wifi TV stick	1
354	If there was ever a movie that needed word-of-mouth to promote, this is it.  	1
355	Love, Love, Love my Amazon Echo Plus!!❤️❤️	1
356	If you are looking for a good quality Motorola Headset keep looking, this isn't it.	0
357	Love it!	1
358	I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.	1
359	The characters are interesting, even if a bit predictable.  	1
360	The sound of the speaker is better than the other Echo I own!	1
361	I AM COMPLETELY IN LOVE. DOES ABSOLUTELY EVERYTHING AND IS SO AMAZING AND GREAT	1
362	The turkey and roast beef were bland.	0
363	This is a great deal.	1
364	Avoid this film at all costs.  	0
365	Very helpful for playing music, setting alarms, and talking to you when you are lonely.	1
